
TIME STEP:
125 = 2ms

VOLTAGE STEP:
CH1:  32 = 0.5V~
CH2:  32 = 0.5V~

N	CH1	CH2
1809	186	164
1810	182	176
1811	183	195
1812	189	210
1813	196	217
1814	202	217
1815	206	212
1816	207	211
1817	208	216
1818	211	225
1819	215	231
1820	220	231
1821	220	218
1822	217	197
1823	209	177
1824	198	165
1825	190	165
1826	185	175
1827	186	188
1828	186	197
1829	189	198
1830	192	197
1831	193	196
1832	194	200
1833	197	213
1834	206	226
1835	211	236
1836	218	235
1837	219	222
1838	219	201
1839	211	183
1840	201	171
1841	193	170
1842	188	177
1843	186	183
1844	185	183
1845	185	179
1846	183	174
1847	180	174
1848	180	183
1849	183	200
1850	191	219
1851	200	231
1852	209	231
1853	212	219
1854	212	201
1855	207	186
1856	200	179
1857	194	179
1858	191	181
1859	188	181
1860	186	175
1861	182	163
1862	175	154
1863	170	154
1864	168	166
1865	170	186
1866	178	206
1867	187	218
1868	197	218
1869	200	209
1870	200	197
1871	198	189
1872	195	188
1873	194	189
1874	192	190
1875	189	183
1876	186	169
1877	180	152
1878	170	140
1879	162	139
1880	158	151
1881	159	169
1882	164	187
1883	173	197
1884	180	197
1885	184	191
1886	184	186
1887	184	185
1888	185	189
1889	187	195
1890	189	195
1891	189	184
1892	185	165
1893	177	145
1894	167	130
1895	156	129
1896	150	139
1897	150	153
1898	153	167
1899	158	171
1900	162	170
1901	163	167
1902	164	168
1903	165	175
1904	170	187
1905	176	196
1906	182	196
1907	183	183
1908	181	163
1909	173	142
1910	162	128
1911	152	127
1912	146	132
1913	145	143
1914	145	148
1915	145	147
1916	145	143
1917	145	142
1918	145	147
1919	148	161
1920	154	178
1921	162	190
1922	170	190
1923	173	178
1924	172	159
1925	166	140
1926	158	130
1927	150	129
1928	145	132
1929	142	133
1930	140	132
1931	137	124
1932	132	116
1933	128	115
1934	127	123
1935	128	142
1936	135	161
1937	144	175
1938	153	175
1939	158	166
1940	158	151
1941	154	138
1942	148	132
1943	144	132
1944	142	133
1945	139	131
1946	135	121
1947	130	106
1948	122	94
1949	114	93
1950	110	102
1951	109	121
1952	118	142
1953	126	154
1954	134	154
1955	140	149
1956	140	139
1957	141	133
1958	137	134
1959	137	138
1960	137	138
1961	137	131
1962	133	115
1963	125	94
1964	115	80
1965	106	78
1966	99	86
1967	99	103
1968	102	120
1969	109	129
1970	115	129
1971	118	124
1972	120	121
1973	120	123
1974	122	131
1975	126	139
1976	130	139
1977	131	129
1978	129	110
1979	120	88
1980	110	72
1981	98	70
1982	92	75
1983	90	89
1984	91	99
1985	94	101
1986	97	100
1987	97	98
1988	97	99
1989	99	109
1990	104	124
1991	111	136
1992	119	137
1993	122	127
1994	121	107
1995	114	86
1996	105	72
1997	96	70
1998	89	73
1999	86	80
2000	84	81
2001	84	79
2002	80	72
2003	80	71
2004	79	77
2005	81	92
2006	88	112
2007	96	126
2008	104	127
2009	110	119
2010	110	102
2011	107	86
2012	99	75
2013	92	74
2014	88	76
2015	86	76
2016	82	72
2017	79	61
2018	72	51
2019	67	49
2020	63	56
2021	64	74
2022	70	95
2023	80	110
2024	89	112
2025	95	106
2026	95	93
2027	94	84
2028	91	81
2029	91	82
2030	87	83
2031	86	80
2032	82	67
2033	76	51
2034	68	36
2035	58	33
2036	53	40
2037	52	59
2038	57	78
2039	67	91
2040	74	92
2041	78	88
2042	80	82
2043	81	81
2044	81	84
2045	83	90
2046	86	91
2047	86	85
2048	84	68
2049	77	46
2050	66	30
2051	56	27
2052	46	31
2053	47	47
2054	50	62
2055	55	70
2056	59	70
2057	62	67
2058	64	67
